Date,Product,Quantity,Price,Cost,Profit
2024-06-24,Laptop,18.0,38888,31894,125892.0
2024-07-19,,-1.0,26676,35510,8834.0
2024-03-27, ,,34695,20606,
2024-07-10,Mouse,6.0,54708,44639,60414.0
2024-05-20,Tablet,,42703,40715,
,Laptop,16.0,19304,7433,
2024-05-15, ,,24852,12362,
2024-09-21,Mouse,,41570,48546,
2024-03-14,Unknown,20.0,-5768,1529,-145940.0
2024-10-21,Smartwatch,,32602,36556,
2024-08-15,Monitor,5.0,18789,27953,-45820.0
2024-02-18,Mobile,,59711,44760,
2024-11-10,Keyboard,-3.0,43043,37900,-15429.0
2024-04-05,Monitor,17.0,32014,29121,49181.0
2024-05-15,Camera,,24507,22398,
2024-10-01,Smartwatch,4.0,25579,10640,59756.0
2024-08-09,Headphones,18.0,41422,32679,157374.0
2024-02-09,Printer,,25894,15793,
2024-06-20,Tablet,8.0,51421,38818,100824.0
2024-07-24,,11.0,21177,18584,28523.0
2024-03-29,Monitor,,52169,42078,
2024-12-01,Mouse,-4.0,31176,28784,-9568.0
2024-04-21, ,14.0,19206,17433,24822.0
2024-10-08,Unknown,,48938,37384,
2024-06-07,Tablet,,42940,29198,
2024-06-17,,,15223,5020,
2024-07-24,Monitor,17.0,27483,14162,226457.0
2024-05-15,Monitor,16.0,43602,37043,104944.0
2024-05-03,Monitor,1.0,25574,24119,1455.0
2024-06-27,Headphones,,18848,21147,
2024-07-04,Tablet,,43069,36261,
2024-05-29,Keyboard,15.0,35494,22189,199575.0
2024-01-09,Smartwatch,,42218,36601,
2024-05-10,Mobile,14.0,26733,23626,43498.0
2024-05-11,,-4.0,21167,6376,-59164.0
2024-01-05, ,,18369,10392,
2024-08-18,Monitor,11.0,52202,49566,28996.0
2024-09-13,Headphones,0.0,25018,14621,0.0
2024-01-04,,19.0,16547,4477,229330.0
2024-10-29,Headphones,8.0,24604,13809,86360.0
2024-09-04,Keyboard,,132,3871,
2024-10-12,Printer,,36699,24214,
2024-04-07,Mouse,,18633,9176,
2024-02-27,Smartwatch,19.0,34280,21628,240388.0
2024-09-02,Tablet,,50720,38238,
2024-04-01,Printer,,19542,13580,
2024-02-08,,,43835,42724,
2024-03-01,Laptop,,45744,44006,
2024-02-09,Monitor,3.0,10787,18852,-24195.0
2024-10-02,Printer,6.0,25477,22524,17718.0
2024-01-14,Monitor,,20253,16741,
2024-03-10,Laptop,,15550,8832,
2024-09-17,,,16618,3291,
2024-01-19,,0.0,34339,33193,0.0
2024-12-19,Mobile,-1.0,36672,34233,-2439.0
2024-01-15,Laptop,,48533,46065,
2024-03-17,,,41326,39175,
2024-06-20,Smartwatch,20.0,30521,28050,49420.0
2024-03-10,Unknown,,21783,20330,
2024-11-01,Headphones,,24827,15697,
2024-07-12, ,17.0,36185,21529,249152.0
2024-04-11,Keyboard,,50133,47521,
2024-05-21,Unknown,1.0,29021,14338,14683.0
2024-11-30,Printer,5.0,11333,3244,40445.0
2024-09-12,Camera,-3.0,27019,25778,-3723.0
2024-03-16,Mouse,,39987,28545,
2024-09-22,,14.0,60333,46973,187040.0
2024-09-01,Mouse,,8352,3321,
2024-03-21,Tablet,,35112,24910,
2024-02-16, ,19.0,48980,38368,201628.0
2024-11-07,Headphones,-3.0,12825,21344,25557.0
2024-01-13,Printer,,28312,24567,
,,,44716,38813,
2024-10-11,,6.0,49555,47934,9726.0
2024-07-10,,,27249,12900,
2024-11-07,Tablet,20.0,28067,20600,149340.0
, ,,48392,33931,
2024-10-03,Monitor,-4.0,24573,12305,-49072.0
2024-11-11, ,,16131,9604,
2024-10-11,Headphones,17.0,58124,44285,235263.0
2024-12-26,Unknown,2.0,41270,32320,17900.0
2024-05-03,,,27593,24974,
2024-06-02,Keyboard,17.0,47446,45053,40681.0
2024-09-29, ,,28541,20204,
2024-06-23,Mouse,6.0,60821,47347,80844.0
2024-07-20,Camera,,25212,14220,
2024-09-22,Printer,13.0,51900,37761,183807.0
2024-10-29, ,-1.0,5861,4171,-1690.0
2024-07-23,,9.0,29382,22475,62163.0
2024-02-02,Headphones,,60001,49489,
2024-08-02,Unknown,3.0,48160,49602,-4326.0
2024-08-12,Printer,9.0,34122,23917,91845.0
2024-12-07, ,-5.0,38359,40696,11685.0
2024-02-14, ,,13851,12385,
2024-11-30,Mobile,14.0,42021,27337,205576.0
2024-10-07,Mobile,10.0,36325,21951,143740.0
2024-11-14,Laptop,,40185,38051,
,Smartwatch,1.0,8223,5474,
2024-01-09,Unknown,,21721,24228,
2024-11-25,Mobile,15.0,52692,46785,88605.0
,Monitor,-4.0,49702,36256,
2024-06-17,Printer,9.0,34308,31697,23499.0
2024-10-23,Camera,,5236,2124,
2024-05-28,Mouse,,14906,1879,
2024-04-26,Monitor,,17111,4460,
2024-08-07,Headphones,,44786,38451,
2024-06-05,Printer,,10867,12151,
2024-05-26,Mouse,1.0,8388,6687,1701.0
2024-01-02,,,37136,22470,
2024-11-17,Headphones,,29465,25440,
2024-06-29,Monitor,-3.0,15828,19146,9954.0
2024-09-13, ,16.0,11189,9766,22768.0
2024-01-15,Printer,,18477,3925,
2024-07-05,Camera,15.0,13592,7469,91845.0
2024-04-22,Mobile,,37909,24149,
2024-05-24,Laptop,,45533,36392,
2024-05-10,Printer,17.0,40087,48960,-150841.0
2024-08-18,Camera,,22147,9905,
2024-02-07,Smartwatch,15.0,52563,48180,65745.0
2024-03-18,Printer,5.0,54077,39225,74260.0
2024-10-13,Printer,,49975,41535,
2024-12-06,Laptop,,49693,43786,
2024-01-04,Unknown,19.0,17854,10046,148352.0
2024-03-27,Printer,,16890,14622,
2024-08-08,Smartwatch,,23017,17008,
2024-07-11,Monitor,,23076,19373,
2024-01-15,Laptop,,27943,29046,
2024-01-06,Camera,,53078,38874,
2024-12-14, ,,56798,42402,
2024-01-18,Headphones,0.0,45922,40085,0.0
2024-05-22,Keyboard,,41032,29174,
2024-10-21,,-4.0,27485,18668,-35268.0
2024-08-31,Headphones,,31569,29216,
2024-03-26,Mouse,,30769,17127,
2024-09-19,,,51051,39237,
2024-04-22,Laptop,1.0,36845,23470,13375.0
2024-01-28,Smartwatch,,53896,49358,
2024-04-18,Tablet,,46610,45202,
2024-07-09,,20.0,43183,48561,-107560.0
2024-09-25, ,,7349,1041,
2024-09-09,Keyboard,,24547,18352,
2024-11-05, ,10.0,44152,36597,75550.0
2024-02-19,Printer,,26510,19766,
2024-09-08,Laptop,,12424,8348,
2024-04-24,Unknown,-4.0,18059,14907,-12608.0
2024-06-25,Tablet,,4827,2198,
2024-08-24,Printer,,35634,34510,
2024-05-19,Smartwatch,,6333,4869,
2024-10-21,Camera,-3.0,29696,26029,-11001.0
2024-04-08,Laptop,,57226,49695,
2024-01-16,Laptop,,19962,16256,
,Tablet,20.0,45461,36564,
2024-02-25,Laptop,,19249,11466,
2024-06-12,Printer,,46818,37350,
2024-04-04,Mouse,3.0,56506,46237,30807.0
2024-08-05, ,17.0,42832,34646,139162.0
2024-08-31,Headphones,,15190,16315,
2024-06-23,Mobile,13.0,36835,21932,193739.0
2024-12-13,Printer,5.0,38576,24996,67900.0
2024-03-07,Monitor,,23862,11838,
2024-10-09,,20.0,29830,24206,112480.0
2024-01-28,,-2.0,22028,19065,-5926.0
2024-03-22,Camera,,27712,35495,
2024-05-05,Smartwatch,,19869,6845,
2024-07-31,Monitor,7.0,50953,41495,66206.0
2024-09-12,Keyboard,,16977,14127,
2024-03-14,Keyboard,14.0,45751,35745,140084.0
2024-12-07,Keyboard,1.0,29559,34694,-5135.0
2024-07-01,Monitor,,16593,6348,
2024-10-25,,,37878,24501,
2024-01-14,Unknown,,44594,41414,
2024-08-15,Camera,9.0,54821,48462,57231.0
2024-06-15,Mobile,,49639,37562,
2024-08-29,Camera,-4.0,8062,7002,-4240.0
2024-05-29,Camera,9.0,13384,8814,41130.0
2024-12-25,Mobile,,13147,8386,
2024-03-27,Smartwatch,-1.0,32374,21246,-11128.0
2024-01-15,Unknown,5.0,47018,34075,64715.0
2024-07-31,Monitor,19.0,44191,33851,196460.0
2024-12-29,,7.0,59539,47173,86562.0
2024-08-17,Tablet,7.0,48280,40963,51219.0
2024-12-26,Printer,12.0,51874,37458,172992.0
2024-10-28,Monitor,14.0,39279,34860,61866.0
2024-04-14,Laptop,,10916,3631,
2024-12-25,Unknown,10.0,54835,41433,134020.0
2024-04-14,Mouse,3.0,14085,11784,6903.0
2024-08-03,Camera,6.0,52535,44719,46896.0
2024-07-28,Unknown,10.0,9682,18268,-85860.0
2024-10-27,Printer,0.0,26470,14486,0.0
2024-08-26,Mouse,18.0,52272,47364,88344.0
2024-07-21,Mobile,7.0,42120,32924,64372.0
2024-01-31,Laptop,1.0,44308,33729,10579.0
2024-07-27,Monitor,-4.0,55761,40761,-60000.0
2024-02-07,Camera,,14199,8858,
2024-08-08,Keyboard,,36262,33631,
2024-06-03,,,39667,29714,
2024-08-28,Camera,,30854,19523,
2024-05-05,Monitor,,47752,41938,
2024-03-12,Camera,,12693,7942,
2024-08-29,Printer,,27437,18313,
2024-12-04,Monitor,,23420,18072,
2024-11-03,Headphones,,30040,15319,
,,15.0,1544,6010,
2024-01-28,,16.0,19067,18019,16768.0
2024-09-21, ,,19589,5497,
2024-04-04,Monitor,,19750,14499,
2024-11-15,Mouse,7.0,28696,15154,94794.0
2024-02-26,Unknown,9.0,43091,38755,39024.0
2024-02-01,Smartwatch,3.0,32475,21064,34233.0
2024-04-16,Printer,,42918,37156,
2024-11-01,Unknown,,33544,21519,
2024-01-02,Camera,11.0,40956,29122,130174.0
2024-10-10,Unknown,19.0,24676,21925,52269.0
2024-11-21,Mouse,,9532,7454,
2024-02-09,Tablet,-2.0,10269,6913,-6712.0
2024-04-15,Headphones,15.0,28331,15571,191400.0
2024-10-31,Keyboard,,29689,15562,
2024-12-14,Unknown,14.0,49506,45199,60298.0
2024-03-05,Keyboard,,10222,5665,
,Headphones,11.0,-5703,3168,
2024-01-30,Printer,-1.0,43988,37510,-6478.0
2024-07-25,Headphones,,27383,24720,
2024-10-12,Camera,20.0,50830,41339,189820.0
2024-08-16,Tablet,1.0,53568,40621,12947.0
2024-10-29,Laptop,,36189,33724,
2024-09-16,Mouse,,25196,22638,
2024-02-19,Headphones,,33973,30058,
2024-07-01,,,15142,11427,
2024-09-05,Unknown,,14603,1001,
2024-05-20,Laptop,,20936,12565,
2024-06-20,Unknown,6.0,23267,13848,56514.0
2024-03-06,Headphones,5.0,22059,10292,58835.0
2024-12-24,Printer,12.0,16150,4577,138876.0
2024-09-12,Keyboard,,42603,39725,
2024-09-18,Monitor,,25749,20454,
2024-06-11,Laptop,,23759,16462,
2024-04-09,Unknown,8.0,22653,18516,33096.0
2024-02-10,,,10705,6785,
2024-09-06,Unknown,,22430,10990,
2024-02-04,Laptop,0.0,15918,24337,0.0
2024-05-06,Mobile,,16373,9866,
,Monitor,,47245,33073,
2024-08-08,Mobile,12.0,16294,12562,44784.0
2024-01-01,Laptop,2.0,30697,21184,19026.0
2024-07-12,Laptop,-5.0,55522,48400,-35610.0
2024-07-31,Mobile,,9894,6221,
2024-04-30, ,,16007,1153,
2024-02-21,Smartwatch,,7567,2369,
2024-07-26,,5.0,34637,33255,6910.0
2024-03-11,Tablet,6.0,48780,40965,46890.0
2024-06-22,Laptop,,6832,5571,
2024-01-04, ,16.0,31366,26668,75168.0
2024-07-19,,9.0,46481,37507,80766.0
2024-04-09,Camera,11.0,12252,1979,113003.0
2024-01-16,,9.0,48912,40489,75807.0
2024-11-15,Mobile,1.0,42970,38358,4612.0
2024-03-24,Mobile,-4.0,4037,1505,-10128.0
2024-03-03, ,,15547,6077,
2024-05-27,Mouse,-1.0,27875,18490,-9385.0
2024-07-24,Headphones,,43976,38577,
,Headphones,-4.0,62625,47762,
2024-04-10,Laptop,,28937,27239,
2024-04-17,,15.0,56548,42734,207210.0
2024-04-12,Camera,,14601,7520,
2024-09-15,Keyboard,,8048,2415,
2024-09-15,Printer,,22290,10964,
2024-02-13,Mouse,,31166,26803,
2024-11-17,Keyboard,,19902,23383,
2024-08-30,Tablet,,48423,34902,
2024-10-27,Keyboard,,10260,7469,
2024-04-13,Tablet,7.0,36363,33012,23457.0
2024-11-24,Tablet,6.0,43144,39385,22554.0
2024-12-01,Tablet,-1.0,20400,11607,-8793.0
2024-02-20,Headphones,16.0,18283,18874,-9456.0
2024-06-13,Tablet,,37236,30708,
2024-06-05,Monitor,,28344,36885,
2024-11-16,Monitor,,48723,44640,
2024-04-12,Mouse,9.0,26839,31350,-40599.0
2024-05-28,Unknown,,21454,14906,
2024-04-08,,,27462,22254,
2024-05-21,Smartwatch,,24266,9289,
2024-06-07,Smartwatch,,28267,16759,
2024-02-03,Unknown,,15194,5826,
2024-12-06,Mobile,,3543,1665,
2024-11-24,Mouse,,30335,27701,
2024-04-20,Headphones,,41011,35112,
2024-03-28,Tablet,,30960,23393,
2024-04-10,Smartwatch,1.0,48177,41149,7028.0
2024-07-26,Printer,,46715,39318,
2024-04-17,Keyboard,,26016,15499,
2024-06-16,Mobile,,5922,7744,
2024-12-03, ,4.0,14953,12298,10620.0
2024-09-11,Tablet,,18551,3555,
2024-10-05,Keyboard,6.0,29026,16845,73086.0
2024-12-17,Unknown,7.0,61046,49994,77364.0
2024-01-01,,6.0,17674,7807,59202.0
2024-01-21,Camera,8.0,37384,41059,-29400.0
2024-10-22,Headphones,,57989,44397,
2024-09-20,,4.0,33137,23065,40288.0
2024-11-21,Camera,-4.0,28913,18142,-43084.0
2024-12-15,Keyboard,,61506,46800,
2024-12-15,Mouse,8.0,47847,45195,21216.0
2024-08-21, ,,33799,32090,
2024-08-09,Printer,2.0,5959,2263,7392.0
2024-01-26,Smartwatch,,40933,39135,
2024-03-21,Mobile,,21028,7500,
2024-06-26,Keyboard,,38379,30445,
2024-11-16,Camera,0.0,29075,24860,0.0
2024-06-11,Laptop,,33684,31412,
2024-07-28,Laptop,17.0,36409,32235,70958.0
2024-09-13,Headphones,,42746,47062,
2024-06-25,Camera,,44177,30817,
2024-09-19,Printer,13.0,57972,49594,108914.0
2024-03-01,Mouse,4.0,53322,39130,56768.0
2024-03-17,Laptop,,27720,26153,
2024-06-29,Mobile,6.0,37621,31131,38940.0
2024-12-28,Printer,,27569,18921,
2024-05-11,Printer,10.0,39807,27129,126780.0
2024-07-26,Printer,,11254,1270,
2024-12-03,Mouse,,60183,45256,
2024-07-11, ,16.0,21531,12966,137040.0
2024-02-22,Camera,-3.0,26683,23342,-10023.0
2024-10-23,Tablet,-2.0,52092,43773,-16638.0
2024-10-24,,,11326,9055,
2024-02-08,Keyboard,12.0,-1404,4944,-76176.0
2024-05-18,Smartwatch,10.0,5641,2528,31130.0
2024-09-02,Mouse,-4.0,49936,47055,-11524.0
2024-04-12,Monitor,,41300,33775,
2024-01-13,Monitor,,21370,19766,
2024-10-04,Unknown,0.0,7630,15337,0.0
2024-06-14,Smartwatch,,50947,48051,
2024-04-17,Unknown,,30985,34087,
2024-09-27,Camera,19.0,54233,48420,110447.0
2024-08-08,Mobile,,37269,23545,
2024-09-02,Headphones,,59477,48474,
2024-10-24,,,16427,24676,
2024-10-23,Headphones,,25531,23433,
2024-10-26,Tablet,,26092,21848,
2024-01-26,Printer,,28114,22793,
2024-01-04,Tablet,,52628,47368,
2024-10-02,Headphones,,35541,33457,
2024-06-26,Laptop,,38922,34823,
2024-10-02, ,1.0,14337,1638,12699.0
2024-07-30,Tablet,,24650,20177,
2024-10-17,Mobile,,47580,43268,
2024-04-01,Keyboard,,9912,8197,
2024-12-10,Tablet,0.0,60461,46452,0.0
2024-04-21,Headphones,10.0,46980,40228,67520.0
2024-01-07,Mobile,1.0,42432,34419,8013.0
2024-10-19,Laptop,12.0,45666,41829,46044.0
2024-04-14,Smartwatch,-5.0,34850,23542,-56540.0
2024-08-25,Keyboard,,42874,36250,
2024-06-13,Unknown,7.0,59769,45634,98945.0
2024-05-31,Headphones,13.0,48246,49163,-11921.0
2024-10-24,,,46682,33711,
2024-10-02,Camera,,41640,27922,
2024-12-18,Mouse,,27432,14132,
2024-04-28,Mobile,,13602,8349,
2024-09-22,Keyboard,4.0,20986,9509,45908.0
2024-10-09,Mobile,1.0,25937,23027,2910.0
2024-02-09,Tablet,,25030,16930,
2024-12-29,Unknown,15.0,11580,2685,133425.0
2024-02-26,Printer,,28096,18605,
2024-12-07,,-4.0,15906,3380,-50104.0
2024-08-12,Headphones,10.0,10659,2265,83940.0
2024-11-02,Laptop,,50512,46826,
2024-09-29,Camera,,19268,17290,
2024-05-26,Mouse,,50606,47728,
2024-08-27,Smartwatch,,18053,4140,
2024-08-13,Laptop,-2.0,36272,34755,-3034.0
2024-06-21,Tablet,,32807,25044,
,Mouse,,19320,9581,
2024-03-10,Unknown,17.0,32816,20937,201943.0
2024-05-11,Laptop,-1.0,53010,39272,-13738.0
2024-02-19, ,3.0,1223,6705,-16446.0
2024-08-13,Unknown,,62112,48686,
2024-10-30,Printer,,13387,3247,
2024-12-14,Smartwatch,15.0,35779,29721,90870.0
2024-01-08,Mobile,3.0,57065,45969,33288.0
2024-10-25,,-2.0,21604,9440,-24328.0
2024-02-07,Keyboard,,17352,11249,
,Unknown,0.0,38000,28151,
2024-03-25,Unknown,,8023,1439,
2024-12-16,Camera,,17352,9836,
2024-09-11,Keyboard,15.0,37542,33509,60495.0
2024-02-13,Keyboard,,17441,5576,
2024-07-31,Monitor,16.0,26759,12558,227216.0
2024-03-07,Camera,-3.0,2532,1023,-4527.0
